"tabName","tabSchema","type","remarks","colCount","qualifiedName"
"EC_LOG","DBM","T",,"6","DBM.EC_LOG"
"EC_ORDER_HEAD","DBM","T",,"26","DBM.EC_ORDER_HEAD"
"EC_ORDER_HEAD_FEIL","DBM","T",,"11","DBM.EC_ORDER_HEAD_FEIL"
"EC_ORDER_LINE","DBM","T",,"15","DBM.EC_ORDER_LINE"
"EC_ORDER_MATCH","DBM","T",,"7","DBM.EC_ORDER_MATCH"
"EC_ORDER_PICKUP","DBM","T",,"6","DBM.EC_ORDER_PICKUP"
"EC_ORDERUPDATE_HEAD","DBM","T",,"16","DBM.EC_ORDERUPDATE_HEAD"
"EC_ORDERUPDATE_LINE","DBM","T",,"13","DBM.EC_ORDERUPDATE_LINE"
"EC_PAYMENTCONFIRMATION","DBM","T",,"15","DBM.EC_PAYMENTCONFIRMATION"
"EC_PRISOPPDATERING","DBM","T",,"20","DBM.EC_PRISOPPDATERING"
"EC_RETURNORDER_HEAD","DBM","T",,"10","DBM.EC_RETURNORDER_HEAD"
"EC_RETURNORDER_LINE","DBM","T",,"7","DBM.EC_RETURNORDER_LINE"
"EC_SETTLEMENTADJUSTMENT","DBM","T",,"18","DBM.EC_SETTLEMENTADJUSTMENT"
"EC_SETTLEMENTFEE_HEAD","DBM","T",,"20","DBM.EC_SETTLEMENTFEE_HEAD"
"EC_SETTLEMENTFEE_TRANSACTION","DBM","T",,"14","DBM.EC_SETTLEMENTFEE_TRANSACTION"
"EC_SETTLEMENTNOTIFICATION","DBM","T",,"13","DBM.EC_SETTLEMENTNOTIFICATION"
"EC_SETTLEMENTPOSTING_HEAD","DBM","T",,"19","DBM.EC_SETTLEMENTPOSTING_HEAD"
"EC_SETTLEMENTPOSTING_TRANSACTION","DBM","T",,"15","DBM.EC_SETTLEMENTPOSTING_TRANSACTION"
"EDI_BESTHODE","DBM","T",,"3","DBM.EDI_BESTHODE"
"EDI_FAKT_HODE","DBM","T",,"70","DBM.EDI_FAKT_HODE"
"EDI_FAKT_INFO","DBM","T",,"4","DBM.EDI_FAKT_INFO"
"EDI_FAKT_LINJE","DBM","T",,"41","DBM.EDI_FAKT_LINJE"
"EDI_FAKT_TILLEGG","DBM","T",,"20","DBM.EDI_FAKT_TILLEGG"
"EDI_KONV_KUNDELEV","DBM","T",,"3","DBM.EDI_KONV_KUNDELEV"
"EDI_KONV_KUNDENR","DBM","T",,"10","DBM.EDI_KONV_KUNDENR"
"EDI_LEV_BRUKER","DBM","T",,"2","DBM.EDI_LEV_BRUKER"
"EDI_LEV_SEND","DBM","T",,"3","DBM.EDI_LEV_SEND"
"EDI_LOGG","DBM","T","OVERFØRINGSLOGG - EDIORDRE","11","DBM.EDI_LOGG"
"EDI_OBKR_HODE","DBM","T",,"23","DBM.EDI_OBKR_HODE"
"EDI_OBKR_LIN","DBM","T",,"15","DBM.EDI_OBKR_LIN"
"EDI_OBKR_TEKST","DBM","T",,"7","DBM.EDI_OBKR_TEKST"
"EDI_ORDBEK_HODE","DBM","T",,"32","DBM.EDI_ORDBEK_HODE"
"EDI_ORDBEK_HODEMRK","DBM","T",,"6","DBM.EDI_ORDBEK_HODEMRK"
"EDI_ORDBEK_LIN","DBM","T",,"20","DBM.EDI_ORDBEK_LIN"
"EDI_ORDBEK_LINMRK","DBM","T",,"7","DBM.EDI_ORDBEK_LINMRK"
"EDI_ORDBEKR_HODE","DBM","T",,"32","DBM.EDI_ORDBEKR_HODE"
"EDI_ORDBEKR_HODMRK","DBM","T",,"6","DBM.EDI_ORDBEKR_HODMRK"
"EDI_ORDBEKR_LIN","DBM","T",,"21","DBM.EDI_ORDBEKR_LIN"
"EDI_ORDBEKR_LINMRK","DBM","T",,"7","DBM.EDI_ORDBEKR_LINMRK"
"EDI_OVF_TID","DBM","T","EDI KLOKKESLETT PR ORDREKLASSE","8","DBM.EDI_OVF_TID"
"EDI_PAKK_FEIL","DBM","T",,"7","DBM.EDI_PAKK_FEIL"
"EDI_PAKK_HODE","DBM","T",,"17","DBM.EDI_PAKK_HODE"
"EDI_PAKK_LINJER","DBM","T",,"13","DBM.EDI_PAKK_LINJER"
"EDI_VARENR","DBM","T",,"5","DBM.EDI_VARENR"
"EDILOGG","DBM","T","OVERFØRINGSLOGG - EDIORDRE FKM","9","DBM.EDILOGG"
"EGENFRAKT","DBM","T",,"11","DBM.EGENFRAKT"
"EGENFRAKTANDEL","DBM","T",,"11","DBM.EGENFRAKTANDEL"
"EGENKAPITAL_AVKASTNING","DBM","T",,"16","DBM.EGENKAPITAL_AVKASTNING"
"EGETBRUK_HODE","DBM","T","INNKJØP EGET BRUK","12","DBM.EGETBRUK_HODE"
"EGETBRUK_LINJE","DBM","T","INNKJØP EGET BRUK","8","DBM.EGETBRUK_LINJE"
"EHANDEL_HODE","DBM","T",,"28","DBM.EHANDEL_HODE"
"EHANDEL_LINJER","DBM","T",,"9","DBM.EHANDEL_LINJER"
"EHANDEL_ORDREHODE","DBM","T",,"6","DBM.EHANDEL_ORDREHODE"
"EHANDEL_UNNTAK","DBM","T",,"9","DBM.EHANDEL_UNNTAK"
"EHF_ELMA","DBM","T",,"11","DBM.EHF_ELMA"
"EHF_ELMA_BACKUP","DBM","T",,"11","DBM.EHF_ELMA_BACKUP"
"EHF_ELMA_HIST","DBM","T",,"12","DBM.EHF_ELMA_HIST"
"EHF_ELMA_HIST_BACKUP","DBM","T",,"12","DBM.EHF_ELMA_HIST_BACKUP"
"EHF_ELMA2","DBM","T",,"7","DBM.EHF_ELMA2"
"EHF_SPES_VARER","DBM","T",,"3","DBM.EHF_SPES_VARER"
"EIKER_SALG","DBM","T",,"2","DBM.EIKER_SALG"
"ENGROS_AVTALER","DBM","T",,"7","DBM.ENGROS_AVTALER"
"ENGROS_PRIS","DBM","T",,"10","DBM.ENGROS_PRIS"
"ENHETREG_DIFI","DBM","T",,"34","DBM.ENHETREG_DIFI"
"ENHETREG_DIFI_KODER","DBM","T",,"3","DBM.ENHETREG_DIFI_KODER"
"ENHETREG_DIFI_STG","DBM","T",,"34","DBM.ENHETREG_DIFI_STG"
"ENHETREG_U_DIFI","DBM","T",,"21","DBM.ENHETREG_U_DIFI"
"ENHETREG_U_DIFI_STG","DBM","T",,"21","DBM.ENHETREG_U_DIFI_STG"
"EPI_AKT","DBM","T",,"4","DBM.EPI_AKT"
"EPI_PAGES","DBM","T",,"2","DBM.EPI_PAGES"
"ERSTATNINGER","DBM","T","VAREERSTATNINGER","6","DBM.ERSTATNINGER"
"ESM_Dedge","DBM","T",,"7","DBM.ESM_Dedge"
"ETIKETT","DBM","T","UNDERLAG VARE-ETIKETTER BUTIKKSYSTEM","8","DBM.ETIKETT"
"ETIKETT_TYPE","DBM","T","Disse får fast første og siste lev-dato satt til 1 dag ved henting av tilskuddsfor","4","DBM.ETIKETT_TYPE"
"EXP_FAKT_ORDRELINJER","DBM","T",,"68","DBM.EXP_FAKT_ORDRELINJER"
"FABRIKK","DBM","T",,"15","DBM.FABRIKK"
"FAHIST_KT","DBM","T",,"7","DBM.FAHIST_KT"
"FAKO_BESTHODE","DBM","T",,"3","DBM.FAKO_BESTHODE"
"FAKO_VIHODE","DBM","T",,"3","DBM.FAKO_VIHODE"
"FAKO_VILIN","DBM","T",,"29","DBM.FAKO_VILIN"
"FAKOAVVIK","DBM","T",,"23","DBM.FAKOAVVIK"
"FAKODIFF_VISMA","DBM","T","BELØPSDIFF I FAKOTRANS TIL VISMA","6","DBM.FAKODIFF_VISMA"
"FAKOFEIL","DBM","T",,"23","DBM.FAKOFEIL"
"FAKT_D4BBEFA","DBM","T",,"5","DBM.FAKT_D4BBEFA"
"FAKT_IKKEH_ORDRELINJER","DBM","T",,"68","DBM.FAKT_IKKEH_ORDRELINJER"
"FAKT_INIT_ORDRE","DBM","T",,"6","DBM.FAKT_INIT_ORDRE"
"FAKT_ORDREHODE","DBM","T","FAKTURA INDEKSTABELL","122","DBM.FAKT_ORDREHODE"
"FAKT_ORDRELINJER","DBM","T",,"69","DBM.FAKT_ORDRELINJER"
"FAKT_ORDRELINJER_T","DBM","T",,"65","DBM.FAKT_ORDRELINJER_T"
"FAKTHIST07","DBM","T",,"65","DBM.FAKTHIST07"
"FAKTHIST07_SUM","DBM","T",,"22","DBM.FAKTHIST07_SUM"
"FAKTHIST07_SUM1","DBM","S",,"19","DBM.FAKTHIST07_SUM1"
"FAKTHIST07_SUMF","DBM","T",,"23","DBM.FAKTHIST07_SUMF"
"FAKTHIST07_SUMK","DBM","T",,"5","DBM.FAKTHIST07_SUMK"
"FAKTHIST07_SUMV","DBM","T",,"4","DBM.FAKTHIST07_SUMV"
"FAKTHIST08","DBM","T",,"65","DBM.FAKTHIST08"
"FAKTHIST08_SUM","DBM","T",,"22","DBM.FAKTHIST08_SUM"
"FAKTHIST08_SUM1","DBM","S",,"19","DBM.FAKTHIST08_SUM1"
"FAKTHIST08_SUMF","DBM","T",,"23","DBM.FAKTHIST08_SUMF"
"FAKTHIST08_SUMK","DBM","T",,"5","DBM.FAKTHIST08_SUMK"
"FAKTHIST08_SUMV","DBM","T",,"4","DBM.FAKTHIST08_SUMV"
"FAKTHIST09","DBM","T",,"65","DBM.FAKTHIST09"
"FAKTHIST09_SUM","DBM","T",,"22","DBM.FAKTHIST09_SUM"
"FAKTHIST09_SUM1","DBM","S",,"19","DBM.FAKTHIST09_SUM1"
"FAKTHIST09_SUMF","DBM","T",,"23","DBM.FAKTHIST09_SUMF"
"FAKTHIST09_SUMK","DBM","T",,"5","DBM.FAKTHIST09_SUMK"
"FAKTHIST09_SUMV","DBM","T",,"4","DBM.FAKTHIST09_SUMV"
"FAKTHIST10","DBM","T",,"65","DBM.FAKTHIST10"
"FAKTHIST10_SUM","DBM","T",,"22","DBM.FAKTHIST10_SUM"
"FAKTHIST10_SUM1","DBM","S",,"19","DBM.FAKTHIST10_SUM1"
"FAKTHIST10_SUMF","DBM","T",,"23","DBM.FAKTHIST10_SUMF"
"FAKTHIST10_SUMK","DBM","T",,"5","DBM.FAKTHIST10_SUMK"
"FAKTHIST10_SUMV","DBM","T",,"4","DBM.FAKTHIST10_SUMV"
"FAKTHIST11","DBM","T",,"65","DBM.FAKTHIST11"
"FAKTHIST11_SUM","DBM","T",,"22","DBM.FAKTHIST11_SUM"
"FAKTHIST11_SUM1","DBM","S",,"19","DBM.FAKTHIST11_SUM1"
"FAKTHIST11_SUMF","DBM","T",,"23","DBM.FAKTHIST11_SUMF"
"FAKTHIST11_SUMK","DBM","T",,"5","DBM.FAKTHIST11_SUMK"
"FAKTHIST11_SUMV","DBM","T",,"4","DBM.FAKTHIST11_SUMV"
"FAKTHIST12","DBM","T",,"65","DBM.FAKTHIST12"
"FAKTHIST12_SUM","DBM","T",,"22","DBM.FAKTHIST12_SUM"
"FAKTHIST12_SUM1","DBM","S",,"19","DBM.FAKTHIST12_SUM1"
"FAKTHIST12_SUMF","DBM","T",,"23","DBM.FAKTHIST12_SUMF"
"FAKTHIST12_SUMK","DBM","T",,"5","DBM.FAKTHIST12_SUMK"
"FAKTHIST12_SUMV","DBM","T",,"4","DBM.FAKTHIST12_SUMV"
"FAKTHIST13","DBM","T",,"65","DBM.FAKTHIST13"
"FAKTHIST13_SUM","DBM","T",,"22","DBM.FAKTHIST13_SUM"
"FAKTHIST13_SUM1","DBM","S",,"19","DBM.FAKTHIST13_SUM1"
"FAKTHIST13_SUMF","DBM","T",,"23","DBM.FAKTHIST13_SUMF"
"FAKTHIST13_SUMK","DBM","T",,"5","DBM.FAKTHIST13_SUMK"
"FAKTHIST13_SUMV","DBM","T",,"4","DBM.FAKTHIST13_SUMV"
"FAKTHIST14","DBM","T",,"65","DBM.FAKTHIST14"
"FAKTHIST14_SUM","DBM","T",,"22","DBM.FAKTHIST14_SUM"
"FAKTHIST14_SUM1","DBM","S",,"19","DBM.FAKTHIST14_SUM1"
"FAKTHIST14_SUMF","DBM","T",,"23","DBM.FAKTHIST14_SUMF"
"FAKTHIST14_SUMK","DBM","T",,"5","DBM.FAKTHIST14_SUMK"
"FAKTHIST14_SUMV","DBM","T",,"4","DBM.FAKTHIST14_SUMV"
"FAKTHIST15","DBM","T",,"65","DBM.FAKTHIST15"
"FAKTHIST15_SUM","DBM","T",,"22","DBM.FAKTHIST15_SUM"
"FAKTHIST15_SUM1","DBM","S",,"19","DBM.FAKTHIST15_SUM1"
"FAKTHIST15_SUMF","DBM","T",,"23","DBM.FAKTHIST15_SUMF"
"FAKTHIST15_SUMK","DBM","T",,"5","DBM.FAKTHIST15_SUMK"
"FAKTHIST15_SUMV","DBM","T",,"4","DBM.FAKTHIST15_SUMV"
"FAKTHIST16","DBM","T",,"65","DBM.FAKTHIST16"
"FAKTHIST16_SUM","DBM","T",,"22","DBM.FAKTHIST16_SUM"
"FAKTHIST16_SUM1","DBM","S",,"19","DBM.FAKTHIST16_SUM1"
"FAKTHIST16_SUMF","DBM","T",,"23","DBM.FAKTHIST16_SUMF"
"FAKTHIST16_SUMK","DBM","T",,"5","DBM.FAKTHIST16_SUMK"
"FAKTHIST16_SUMV","DBM","T",,"4","DBM.FAKTHIST16_SUMV"
"FAKTHIST17","DBM","T",,"65","DBM.FAKTHIST17"
"FAKTHIST17_SUM","DBM","T",,"22","DBM.FAKTHIST17_SUM"
"FAKTHIST17_SUM1","DBM","S",,"19","DBM.FAKTHIST17_SUM1"
"FAKTHIST17_SUMF","DBM","T",,"23","DBM.FAKTHIST17_SUMF"
"FAKTHIST17_SUMK","DBM","T",,"5","DBM.FAKTHIST17_SUMK"
"FAKTHIST17_SUMV","DBM","T",,"4","DBM.FAKTHIST17_SUMV"
"FAKTHIST18","DBM","T",,"65","DBM.FAKTHIST18"
"FAKTHIST18_SUM","DBM","T",,"22","DBM.FAKTHIST18_SUM"
"FAKTHIST18_SUM1","DBM","S",,"19","DBM.FAKTHIST18_SUM1"
"FAKTHIST18_SUMF","DBM","T",,"23","DBM.FAKTHIST18_SUMF"
"FAKTHIST18_SUMK","DBM","T",,"5","DBM.FAKTHIST18_SUMK"
"FAKTHIST18_SUMV","DBM","T",,"4","DBM.FAKTHIST18_SUMV"
"FAKTHIST19","DBM","T",,"65","DBM.FAKTHIST19"
"FAKTHIST19_SUM","DBM","T",,"22","DBM.FAKTHIST19_SUM"
"FAKTHIST19_SUM1","DBM","S",,"19","DBM.FAKTHIST19_SUM1"
"FAKTHIST19_SUMF","DBM","T",,"23","DBM.FAKTHIST19_SUMF"
"FAKTHIST19_SUMK","DBM","T",,"5","DBM.FAKTHIST19_SUMK"
"FAKTHIST19_SUMV","DBM","T",,"4","DBM.FAKTHIST19_SUMV"
"FAKTHIST20","DBM","T",,"65","DBM.FAKTHIST20"
"FAKTHIST20_SUM","DBM","T",,"22","DBM.FAKTHIST20_SUM"
"FAKTHIST20_SUM1","DBM","S",,"19","DBM.FAKTHIST20_SUM1"
"FAKTHIST20_SUMF","DBM","T",,"23","DBM.FAKTHIST20_SUMF"
"FAKTHIST20_SUMK","DBM","T",,"5","DBM.FAKTHIST20_SUMK"
"FAKTHIST20_SUMV","DBM","T",,"4","DBM.FAKTHIST20_SUMV"
"FAKTHIST21","DBM","T",,"65","DBM.FAKTHIST21"
"FAKTHIST21_SUM","DBM","T",,"22","DBM.FAKTHIST21_SUM"
"FAKTHIST21_SUM1","DBM","S",,"19","DBM.FAKTHIST21_SUM1"
"FAKTHIST21_SUMF","DBM","T",,"23","DBM.FAKTHIST21_SUMF"
"FAKTHIST21_SUMK","DBM","T",,"5","DBM.FAKTHIST21_SUMK"
"FAKTHIST21_SUMV","DBM","T",,"4","DBM.FAKTHIST21_SUMV"
"FAKTHIST22","DBM","T",,"65","DBM.FAKTHIST22"
"FAKTHIST22_SUM","DBM","T",,"22","DBM.FAKTHIST22_SUM"
"FAKTHIST22_SUM1","DBM","S",,"19","DBM.FAKTHIST22_SUM1"
"FAKTHIST22_SUMF","DBM","T",,"23","DBM.FAKTHIST22_SUMF"
"FAKTHIST22_SUMK","DBM","T",,"5","DBM.FAKTHIST22_SUMK"
"FAKTHIST22_SUMV","DBM","T",,"4","DBM.FAKTHIST22_SUMV"
"FAKTHIST23","DBM","T",,"65","DBM.FAKTHIST23"
"FAKTHIST23_SUM","DBM","T",,"22","DBM.FAKTHIST23_SUM"
"FAKTHIST23_SUM1","DBM","S",,"19","DBM.FAKTHIST23_SUM1"
"FAKTHIST23_SUMF","DBM","T",,"23","DBM.FAKTHIST23_SUMF"
"FAKTHIST23_SUMK","DBM","T",,"5","DBM.FAKTHIST23_SUMK"
"FAKTHIST23_SUMV","DBM","T",,"4","DBM.FAKTHIST23_SUMV"
"FAKTHIST24","DBM","T",,"65","DBM.FAKTHIST24"
"FAKTHIST24_SUM","DBM","T",,"22","DBM.FAKTHIST24_SUM"
"FAKTHIST24_SUM1","DBM","S",,"19","DBM.FAKTHIST24_SUM1"
"FAKTHIST24_SUMF","DBM","T",,"23","DBM.FAKTHIST24_SUMF"
"FAKTHIST24_SUMK","DBM","T",,"5","DBM.FAKTHIST24_SUMK"
"FAKTHIST24_SUMV","DBM","T",,"4","DBM.FAKTHIST24_SUMV"
"FAKTHIST25","DBM","T",,"65","DBM.FAKTHIST25"
"FAKTHIST25_SUM","DBM","T",,"22","DBM.FAKTHIST25_SUM"
"FAKTHIST25_SUM1","DBM","S",,"19","DBM.FAKTHIST25_SUM1"
"FAKTHIST25_SUMF","DBM","T",,"23","DBM.FAKTHIST25_SUMF"
"FAKTHIST25_SUMK","DBM","T",,"5","DBM.FAKTHIST25_SUMK"
"FAKTHIST25_SUMV","DBM","T",,"4","DBM.FAKTHIST25_SUMV"
"FAKTHIST26","DBM","T",,"65","DBM.FAKTHIST26"
"FAKTHIST26_SUM","DBM","T",,"22","DBM.FAKTHIST26_SUM"
"FAKTHIST26_SUM1","DBM","S",,"19","DBM.FAKTHIST26_SUM1"
"FAKTHIST26_SUMF","DBM","T",,"23","DBM.FAKTHIST26_SUMF"
"FAKTHIST26_SUMK","DBM","T",,"5","DBM.FAKTHIST26_SUMK"
"FAKTHIST26_SUMV","DBM","T",,"4","DBM.FAKTHIST26_SUMV"
"FAKTHIST97","DBM","T",,"65","DBM.FAKTHIST97"
"FAKTHIST98","DBM","T",,"65","DBM.FAKTHIST98"
"FAKTHIST99","DBM","T",,"65","DBM.FAKTHIST99"
"FAKTLOGG","DBM","T",,"7","DBM.FAKTLOGG"
"FAKTLOGG_ORDRE","DBM","T",,"8","DBM.FAKTLOGG_ORDRE"
"FAKTLOGG_PRISER","DBM","T",,"10","DBM.FAKTLOGG_PRISER"
"FAKTURA","DBM","T","","23","DBM.FAKTURA"
"FAKTURA_AVVIK","DBM","T",,"12","DBM.FAKTURA_AVVIK"
"FAKTURA_FEIL","DBM","T","ORDRE SOM IKKE BLIR FAKTURERT PGA FEIL","5","DBM.FAKTURA_FEIL"
"FEIL_FLYTT_ANNULLERTE","DBM","T","Annulerte innkjøpsordre fra 2021 som ikke skulle vært flyttet. Skal ikke flyttes igjen da noen onr  er brukt på nytt","4","DBM.FEIL_FLYTT_ANNULLERTE"
"FEIL_MT060","DBM","T",,"10","DBM.FEIL_MT060"
"FHI_LEV_FAKTURA","DBM","T",,"40","DBM.FHI_LEV_FAKTURA"
"FILEPATH","DBM","T",,"2","DBM.FILEPATH"
"FINANS_PARAM","DBM","T",,"9","DBM.FINANS_PARAM"
"FIX_A_ORDRELINJER","DBM","T",,"9","DBM.FIX_A_ORDRELINJER"
"FIX_A_ORDRELINJER_LOG","DBM","T",,"3","DBM.FIX_A_ORDRELINJER_LOG"
"FIX_FAKTKOST","DBM","T",,"14","DBM.FIX_FAKTKOST"
"FIX_VFT_A_ORDREHODE","DBM","T",,"81","DBM.FIX_VFT_A_ORDREHODE"
"FIX_VFT_A_ORDRELINJER","DBM","T",,"67","DBM.FIX_VFT_A_ORDRELINJER"
"FK_AVANSE","DBM","T",,"13","DBM.FK_AVANSE"
"FK_AVANSE_TAB","DBM","T",,"4","DBM.FK_AVANSE_TAB"
"FK_AVANSE_TAB_LINJER","DBM","T",,"9","DBM.FK_AVANSE_TAB_LINJER"
"FK_LOG","DBM","T",,"13","DBM.FK_LOG"
"FK_VAREGR","DBM","T",,"2","DBM.FK_VAREGR"
"FKAV_TMP_IMP_MAA","DBM","T",,"7","DBM.FKAV_TMP_IMP_MAA"
"FKAV_TMP_IMP_TNR","DBM","T",,"3","DBM.FKAV_TMP_IMP_TNR"
"FKAV_TMP_IMP_VEK","DBM","T",,"4","DBM.FKAV_TMP_IMP_VEK"
"FKAVARE_EANKODE","DBM","T",,"3","DBM.FKAVARE_EANKODE"
"FKAVARE_IMP_TOLL","DBM","T",,"3","DBM.FKAVARE_IMP_TOLL"
"FKAVARE_TEMP","DBM","T",,"3","DBM.FKAVARE_TEMP"
"FKAVD_BEHOLDNING","DBM","T",,"6","DBM.FKAVD_BEHOLDNING"
"FKDMSTA","DBM","T",,"9","DBM.FKDMSTA"
"FKM_FKA_KUNDENR","DBM","T",,"2","DBM.FKM_FKA_KUNDENR"
"FKM_MAMVAREGR","DBM","T",,"2","DBM.FKM_MAMVAREGR"
"FKM_SLUTTBEH","DBM","T",,"9","DBM.FKM_SLUTTBEH"
"FKM_VAREGR","DBM","T",,"2","DBM.FKM_VAREGR"
"FKMBEHOLD","DBM","T",,"5","DBM.FKMBEHOLD"
"FKMBEHOLD_CPY","DBM","T",,"5","DBM.FKMBEHOLD_CPY"
"FKMBEHOLD_DIFF","DBM","T",,"7","DBM.FKMBEHOLD_DIFF"
"Dedge_TFP_LEVADRESSE","DBM","T",,"5","DBM.Dedge_TFP_LEVADRESSE"
"Dedge_TFP_ORDRER","DBM","T",,"5","DBM.Dedge_TFP_ORDRER"
"Dedge_TFP_SALG","DBM","T",,"3","DBM.Dedge_TFP_SALG"
"FKNR_AXNR","DBM","T",,"9","DBM.FKNR_AXNR"
"FKNR_FLYTENDE","DBM","T",,"3","DBM.FKNR_FLYTENDE"
"FKNR_KUNDENR","DBM","T",,"5","DBM.FKNR_KUNDENR"
"FKNR_RAPPORT","DBM","T",,"2","DBM.FKNR_RAPPORT"
"FKNR_SALG_13_14_15","DBM","T",,"19","DBM.FKNR_SALG_13_14_15"
"FKNR_SAPNR","DBM","T",,"9","DBM.FKNR_SAPNR"
"FKNR_SUM","DBM","T",,"2","DBM.FKNR_SUM"
"FKNR_TIL_HOVEDNR","DBM","T","RÅVARE fra forsys. som skal registreres på annet FKNR i OPTIMA","5","DBM.FKNR_TIL_HOVEDNR"
"FKNR_ULF","DBM","T",,"3","DBM.FKNR_ULF"
"FKNRINTERVALL","DBM","T",,"5","DBM.FKNRINTERVALL"
"FKNRKUNDER","DBM","T",,"7","DBM.FKNRKUNDER"
"FKSNAP_DB","DBM","T",,"35","DBM.FKSNAP_DB"
"FKSNAP_INNSIA","DBM","T",,"5","DBM.FKSNAP_INNSIA"
"FKSNAP_ORDREINN","DBM","T",,"6","DBM.FKSNAP_ORDREINN"
"FKSNAP_TABLES","DBM","T",,"8","DBM.FKSNAP_TABLES"
"FKSNAP_USERS","DBM","T",,"9","DBM.FKSNAP_USERS"
"FKT_BEHOLD_20071231","DBM","T",,"13","DBM.FKT_BEHOLD_20071231"
"FKT_BEHOLDNING","DBM","T",,"22","DBM.FKT_BEHOLDNING"
"FKT_FAKTHIST","DBM","T",,"30","DBM.FKT_FAKTHIST"
"FKT_FILER","DBM","T",,"2","DBM.FKT_FILER"
"FKT_FKA_AVDNR","DBM","T",,"4","DBM.FKT_FKA_AVDNR"
"FKT_FKA_LEVNR","DBM","T",,"2","DBM.FKT_FKA_LEVNR"
"FKT_KREDSTOPP","DBM","T",,"1","DBM.FKT_KREDSTOPP"
"FKT_KUNDE_LAG","DBM","T",,"7","DBM.FKT_KUNDE_LAG"
"FKT_KUNDER","DBM","T",,"56","DBM.FKT_KUNDER"
"FKT_KUNDER_V2","DBM","T",,"56","DBM.FKT_KUNDER_V2"
"FKT_KV_RAB","DBM","T",,"7","DBM.FKT_KV_RAB"
"FKT_LEV","DBM","T",,"19","DBM.FKT_LEV"
"FKT_ORDRE","DBM","T",,"10","DBM.FKT_ORDRE"
"FKT_RUTEKALENDER","DBM","T",,"4","DBM.FKT_RUTEKALENDER"
"FKT_SALG","DBM","T",,"9","DBM.FKT_SALG"
"FKT_TRANSP_SONER","DBM","T",,"3","DBM.FKT_TRANSP_SONER"
"FKTMIN_BEHOLDNING","DBM","T",,"13","DBM.FKTMIN_BEHOLDNING"
"FKV_FKNRSALG","DBM","T",,"5","DBM.FKV_FKNRSALG"
"FKVARE","DBM","T",,"119","DBM.FKVARE"
"FKVARE_BYTT_LEVNR","DBM","T",,"4","DBM.FKVARE_BYTT_LEVNR"
"FKVARE_ERST","DBM","T",,"8","DBM.FKVARE_ERST"
"FKVARE_ERST_DIFF","DBM","T",,"8","DBM.FKVARE_ERST_DIFF"
"FKVARE_ERST_NY","DBM","T",,"10","DBM.FKVARE_ERST_NY"
"FKVARE_LOGG","DBM","T",,"6","DBM.FKVARE_LOGG"
"FKVARE_STATLOGG","DBM","T",,"8","DBM.FKVARE_STATLOGG"
"FKVHIST","DBM","T",,"10","DBM.FKVHIST"
"FKVHIST_AVVIST","DBM","T",,"11","DBM.FKVHIST_AVVIST"
"FKVLAGER","DBM","T",,"7","DBM.FKVLAGER"
"FKVLAGER_AVVIST","DBM","T",,"8","DBM.FKVLAGER_AVVIST"
"FKVLAGERNR","DBM","T",,"3","DBM.FKVLAGERNR"
"FKVVNRKONV","DBM","T",,"3","DBM.FKVVNRKONV"
"FLER_SYSTEM_PGM","DBM","T",,"3","DBM.FLER_SYSTEM_PGM"
"FLER_VALG","DBM","T",,"11","DBM.FLER_VALG"
"FLOG_DedgeAXIA_REGLER","DBM","T",,"12","DBM.FLOG_DedgeAXIA_REGLER"
"FLOG_DedgeAXIA_REGLER_STG","DBM","T",,"12","DBM.FLOG_DedgeAXIA_REGLER_STG"
"FLOG_KUNDE_BIL","DBM","T",,"5","DBM.FLOG_KUNDE_BIL"
"FLYTT_BEHOLD","DBM","T",,"11","DBM.FLYTT_BEHOLD"
"FLYTT_VARE","DBM","T",,"17","DBM.FLYTT_VARE"
"FOMR_BEHKORR","DBM","T","FORR.OMR. FOR BEH.KORRIGERINGER ETC.","5","DBM.FOMR_BEHKORR"
"FORDEL_ANSVAR","DBM","T",,"7","DBM.FORDEL_ANSVAR"
"FORDEL_BRING_FRIGO","DBM","T",,"3","DBM.FORDEL_BRING_FRIGO"
"FORDEL_BRING_KUNDER","DBM","T",,"4","DBM.FORDEL_BRING_KUNDER"
"FORDEL_BRING_VARER","DBM","T",,"4","DBM.FORDEL_BRING_VARER"
"FORDEL_GRUPPE","DBM","T",,"5","DBM.FORDEL_GRUPPE"
"FORDEL_KUNDE","DBM","T",,"8","DBM.FORDEL_KUNDE"
"FORDEL_KUNDE_UTGATT","DBM","T",,"8","DBM.FORDEL_KUNDE_UTGATT"
"FORDEL_SALGS_KANALER","DBM","T",,"6","DBM.FORDEL_SALGS_KANALER"
"FORDEL_TILSKUDDSFOR","DBM","T",,"3","DBM.FORDEL_TILSKUDDSFOR"
"FORDEL_VARE_HIST","DBM","T",,"5","DBM.FORDEL_VARE_HIST"
"FORDEL_VARE2","DBM","T",,"4","DBM.FORDEL_VARE2"
"FORDELING_FELLES","DBM","T",,"8","DBM.FORDELING_FELLES"
"FORDTRANS","DBM","T","FORDELING AV TRANSPORTØRER PR KOMMUNE OG EVT. POSTNR","3","DBM.FORDTRANS"
"FORH_VAREUTVALG","DBM","T",,"6","DBM.FORH_VAREUTVALG"
"FORR_OMR","DBM","T",,"4","DBM.FORR_OMR"
