"File","FullPath","Extension","Risk","Disqualifiers","HitCount"
"OLBRAVP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLBRAVP.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"OLBRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLBRH.CBL",".CBL","HIGH","C3,B-FILEIO","26"
"OLFBECK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBECK.CBL",".CBL","LOW","NONE","0"
"OLFBHDT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBHDT.CBL",".CBL","HIGH","C3","26"
"OLFBHFK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBHFK.CBL",".CBL","HIGH","C3","11"
"OLFBHSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBHSO.CBL",".CBL","HIGH","C3","14"
"OLFBIOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBIOP.CBL",".CBL","HIGH","C3","8"
"OLFBIVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFBIVI.CBL",".CBL","HIGH","C3","16"
"OLFKOSK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFKOSK.CBL",".CBL","HIGH","C3","10"
"OLFKOVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFKOVI.CBL",".CBL","HIGH","C3","11"
"OLFPAFI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFPAFI.CBL",".CBL","HIGH","C3","11"
"OLFPAOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFPAOP.CBL",".CBL","HIGH","C3","10"
"OLFPASO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFPASO.CBL",".CBL","HIGH","C3","14"
"OLFVBVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFVBVI.CBL",".CBL","HIGH","C3","21"
"OLFVECK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLFVECK.CBL",".CBL","HIGH","C3","11"
"olhbhfo_old.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\olhbhfo_old.cbl",".CBL","HIGH","C3","24"
"OLHBHFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHBHFO.CBL",".CBL","HIGH","C3","23"
"OLHBILR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHBILR.CBL",".CBL","HIGH","C3","24"
"OLHBIVH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHBIVH.CBL",".CBL","HIGH","C3","6"
"OLHDTAB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHDTAB.CBL",".CBL","HIGH","C3","40"
"OLHFKBY.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHFKBY.cbl",".CBL","HIGH","C3","25"
"OLHFLYT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHFLYT.CBL",".CBL","HIGH","C3","17"
"OLHKOAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHKOAK.CBL",".CBL","HIGH","C3","24"
"OLHKOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHKOFO.CBL",".CBL","HIGH","C3","8"
"OLHKORR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHKORR.CBL",".CBL","HIGH","C3","10"
"OLHPABY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHPABY.CBL",".CBL","HIGH","C3","19"
"OLHPAHP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHPAHP.CBL",".CBL","HIGH","C3","6"
"OLHPAJU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHPAJU.CBL",".CBL","HIGH","C3","11"
"OLHPARY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHPARY.CBL",".CBL","HIGH","C3","14"
"OLHSPRR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHSPRR.CBL",".CBL","HIGH","C3","22"
"OLHVBSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLHVBSO.CBL",".CBL","HIGH","C3","7"
"OLVBHFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVBHFO.CBL",".CBL","HIGH","C3","14"
"OLVBILR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVBILR.CBL",".CBL","HIGH","C3","9"
"OLVFKBY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVFKBY.CBL",".CBL","HIGH","C3","20"
"OLVFLYT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVFLYT.CBL",".CBL","HIGH","C3","13"
"OLVKOAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVKOAK.CBL",".CBL","HIGH","C3","7"
"OLVKOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVKOFO.CBL",".CBL","HIGH","C3","8"
"OLVKORR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVKORR.CBL",".CBL","HIGH","C3","14"
"OLVPABY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVPABY.CBL",".CBL","HIGH","C3","10"
"OLVPAJU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVPAJU.CBL",".CBL","HIGH","C3","9"
"OLVPARY.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVPARY.CBL",".CBL","HIGH","C3","8"
"OLVPASO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVPASO.CBL",".CBL","HIGH","C3","7"
"OLVSPRR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVSPRR.CBL",".CBL","HIGH","C3","12"
"OLVVBSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OLVVBSO.CBL",".CBL","HIGH","C3","8"
"ONATLFU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ONATLFU.CBL",".CBL","HIGH","C3","9"
"ONFRILI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ONFRILI.CBL",".CBL","HIGH","C3","20"
"ONVRILI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ONVRILI.CBL",".CBL","HIGH","C3","7"
"OPAINA2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OPAINA2.CBL",".CBL","HIGH","C3","6"
"OPAMAL2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OPAMAL2.CBL",".CBL","HIGH","C3","6"
"OPBINA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OPBINA.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"OPBINA1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OPBINA1.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"OPBMAL1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OPBMAL1.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"ORBTEMP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ORBTEMP.CBL",".CBL","HIGH","C3","15"
"OSABCHK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSABCHK.CBL",".CBL","HIGH","C3","13"
"OSABEKR1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSABEKR1.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"OSABEKR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSABEKR2.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"OSACRM1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSACRM1.CBL",".CBL","LOW","NONE","0"
"OSADELI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSADELI.CBL",".CBL","HIGH","C3","16"
"OSADOF1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSADOF1.CBL",".CBL","HIGH","C3","13"
"OSAEPAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAEPAK.CBL",".CBL","HIGH","B-FILEIO,C3","35"
"OSAEXCL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAEXCL.CBL",".CBL","HIGH","C3","13"
"OSAFAK1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFAK1.CBL",".CBL","HIGH","C3","40"
"OSAFBEL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBEL.CBL",".CBL","HIGH","C3","1"
"OSAFBELF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBELF.CBL",".CBL","HIGH","C3","9"
"OSAFBELH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBELH.CBL",".CBL","HIGH","C3","1"
"OSAFBELX.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBELX.CBL",".CBL","HIGH","C3","9"
"OSAFBRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBRH.CBL",".CBL","HIGH","C3","6"
"OSAFBRHH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFBRHH.CBL",".CBL","HIGH","C3","7"
"OSAFORI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFORI.CBL",".CBL","HIGH","C3,B-FILEIO","8"
"OSAFRDS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFRDS.CBL",".CBL","HIGH","C3","25"
"OSAFRDU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAFRDU.CBL",".CBL","HIGH","C3","13"
"OSAGESO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAGESO.CBL",".CBL","HIGH","C3","19"
"OSAHTPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAHTPL.CBL",".CBL","HIGH","C3","27"
"OSAILFA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAILFA.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"OSAINEB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAINEB.CBL",".CBL","HIGH","C3","12"
"OSAINEF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAINEF.CBL",".CBL","HIGH","C3","14"
"OSAKATE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKATE.CBL",".CBL","HIGH","C3","14"
"OSAKLAR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKLAR.CBL",".CBL","HIGH","C3","23"
"OSAKLRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKLRH.CBL",".CBL","HIGH","C3","22"
"OSAKOPI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKOPI.CBL",".CBL","HIGH","B-FILEIO,C3","22"
"OSAKROR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKROR.CBL",".CBL","HIGH","C3","24"
"OSAKUKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAKUKO.CBL",".CBL","HIGH","C3","27"
"OSALAKF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALAKF.CBL",".CBL","HIGH","C3","17"
"OSALAKP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALAKP.CBL",".CBL","MEDIUM","B-FILEIO","2"
"OSALAKS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALAKS.CBL",".CBL","HIGH","C3","14"
"OSALALI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALALI.CBL",".CBL","HIGH","C3,B-FILEIO","10"
"OSALAPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALAPL.CBL",".CBL","HIGH","B-FILEIO,C3","33"
"OSALAPP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALAPP.CBL",".CBL","HIGH","B-FILEIO,C3","21"
"OSALASS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALASS.CBL",".CBL","HIGH","C3","25"
"OSALATE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALATE.CBL",".CBL","HIGH","C3","9"
"OSALFUM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALFUM.CBL",".CBL","HIGH","C3","16"
"OSALLPA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALLPA.CBL",".CBL","HIGH","B-FILEIO,C3","14"
"OSALSTA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSALSTA.CBL",".CBL","HIGH","C3,B-FILEIO","12"
"OSAOBEK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAOBEK.CBL",".CBL","HIGH","B-FILEIO,C3","24"
"OSAPADI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAPADI.CBL",".CBL","HIGH","C3","9"
"OSAPANR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAPANR.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"OSAPLHL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAPLHL.CBL",".CBL","HIGH","C3","6"
"OSAPLQV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAPLQV.CBL",".CBL","HIGH","C3","26"
"OSAPLUK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAPLUK.CBL",".CBL","HIGH","B-FILEIO,C3","32"
"OSARETB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSARETB.CBL",".CBL","HIGH","C3","8"
"OSARETS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSARETS.CBL",".CBL","HIGH","B-FILEIO,C3","18"
"OSARH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSARH.CBL",".CBL","HIGH","C3","25"
"OSASBEK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASBEK.CBL",".CBL","HIGH","C3","14"
"OSASFRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASFRA.CBL",".CBL","HIGH","C3","18"
"OSASIF2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASIF2.CBL",".CBL","HIGH","C3","8"
"OSASIFR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASIFR.CBL",".CBL","HIGH","C3","8"
"OSASOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASOFO.CBL",".CBL","HIGH","C3","9"
"OSASPLT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSASPLT.CBL",".CBL","HIGH","C3","52"
"OSATFOT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATFOT.CBL",".CBL","HIGH","C3","20"
"OSATISO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATISO.CBL",".CBL","HIGH","B-FILEIO,C3","20"
"OSATMSB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATMSB.CBL",".CBL","HIGH","C3","5"
"OSATMSC.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATMSC.CBL",".CBL","HIGH","C3","6"
"OSATSTT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATSTT.CBL",".CBL","HIGH","B-FILEIO,C3","14"
"OSATUID.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSATUID.CBL",".CBL","HIGH","C3","6"
"OSAUTL2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAUTL2.CBL",".CBL","HIGH","B-FILEIO,C3","40"
"OSAUTLE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAUTLE.CBL",".CBL","HIGH","B-FILEIO,C3","40"
"OSAUTPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAUTPL.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"OSAUTPL1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAUTPL1.CBL",".CBL","HIGH","C3","22"
"OSAUTPL2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAUTPL2.CBL",".CBL","HIGH","C3","13"
"OSAVARS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAVARS.CBL",".CBL","HIGH","C3,B-FILEIO","221"
"OSAVMAL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSAVMAL.CBL",".CBL","HIGH","C3","9"
"OSBAUTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBAUTO.CBL",".CBL","HIGH","C3","10"
"OSBBCHK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBBCHK.CBL",".CBL","HIGH","C3","9"
"OSBCRM1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBCRM1.CBL",".CBL","HIGH","C3","9"
"OSBDELI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBDELI.CBL",".CBL","HIGH","C3","9"
"OSBDELL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBDELL.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"OSBDOF1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBDOF1.CBL",".CBL","HIGH","C3","14"
"OSBEPAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBEPAK.CBL",".CBL","HIGH","C3","9"
"OSBEXPO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBEXPO.CBL",".CBL","HIGH","C3","9"
"OSBFBEL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBFBEL.CBL",".CBL","HIGH","C3","12"
"OSBFBRHH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBFBRHH.CBL",".CBL","HIGH","C3,B-FILEIO","19"
"OSBFJOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBFJOP.CBL",".CBL","HIGH","C3,B-FILEIO","17"
"OSBFRDU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBFRDU.CBL",".CBL","HIGH","C3","9"
"OSBHIRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBHIRH.CBL",".CBL","HIGH","C3,B-FILEIO","36"
"OSBHIST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBHIST.CBL",".CBL","HIGH","C3,B-FILEIO","45"
"OSBHPRT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBHPRT.CBL",".CBL","HIGH","B-FILEIO,C3","16"
"OSBHTPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBHTPL.CBL",".CBL","HIGH","C3,B-FILEIO","14"
"OSBKOB2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBKOB2.CBL",".CBL","HIGH","C3,B-FILEIO","23"
"OSBKOBL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBKOBL.CBL",".CBL","HIGH","C3,B-FILEIO","35"
"OSBKROR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBKROR2.CBL",".CBL","HIGH","C3","11"
"OSBKUKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBKUKO.CBL",".CBL","HIGH","C3","9"
"OSBLFUM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBLFUM.CBL",".CBL","HIGH","C3,B-FILEIO","11"
"OSBOBEK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOBEK.CBL",".CBL","HIGH","C3","12"
"OSBOBKR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOBKR.CBL",".CBL","HIGH","B-FILEIO,C3","25"
"OSBOMBR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOMBR.CBL",".CBL","HIGH","C3,B-FILEIO","17"
"OSBOPBU.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOPBU.CBL",".CBL","HIGH","C3,B-FILEIO","36"
"OSBOPHL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOPHL.CBL",".CBL","HIGH","C3,B-FILEIO","44"
"OSBOPRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBOPRH.CBL",".CBL","HIGH","C3,B-FILEIO","44"
"OSBPLRE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBPLRE.CBL",".CBL","HIGH","C3,B-FILEIO","25"
"OSBREAV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBREAV.CBL",".CBL","HIGH","C3,B-FILEIO","25"
"OSBRH1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBRH1.CBL",".CBL","HIGH","C3","10"
"OSBRH2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBRH2.CBL",".CBL","HIGH","C3,B-FILEIO","32"
"OSBSBEK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSBEK.CBL",".CBL","HIGH","C3","9"
"OSBSEOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSEOP.CBL",".CBL","HIGH","B-FILEIO,C3","35"
"OSBSLKT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSLKT.CBL",".CBL","HIGH","C3","13"
"OSBSMSL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSMSL.CBL",".CBL","HIGH","C3,B-FILEIO","52"
"OSBSPI9.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSPI9.CBL",".CBL","HIGH","C3,B-FILEIO","15"
"OSBSPIK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSPIK.CBL",".CBL","HIGH","C3,B-FILEIO","36"
"OSBSPIL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSPIL.CBL",".CBL","HIGH","C3,B-FILEIO","25"
"OSBSTFF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBSTFF.CBL",".CBL","HIGH","C3,B-FILEIO","12"
"OSBTCOM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBTCOM.CBL",".CBL","HIGH","C3,B-FILEIO","68"
"OSBVARS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSBVARS.CBL",".CBL","HIGH","C3","10"
"OSFDAEN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFDAEN.CBL",".CBL","HIGH","C3","18"
"OSFDILE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFDILE.CBL",".CBL","HIGH","C3","10"
"OSFFAIN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFAIN.CBL",".CBL","HIGH","C3","11"
"OSFFAKS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFAKS.CBL",".CBL","HIGH","C3","11"
"OSFFAX2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFAX2.CBL",".CBL","HIGH","C3","6"
"OSFFAXX.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFAXX.CBL",".CBL","HIGH","C3","11"
"OSFFEPA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFEPA.CBL",".CBL","HIGH","C3","14"
"OSFFLIK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFLIK.CBL",".CBL","HIGH","C3","18"
"OSFFLOL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFFLOL.CBL",".CBL","HIGH","C3","20"
"OSFILVA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFILVA.CBL",".CBL","HIGH","B-FILEIO,C3","44"
"OSFKOLA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFKOLA.CBL",".CBL","HIGH","B-FILEIO,C3","14"
"OSFKUKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFKUKO.CBL",".CBL","HIGH","C3","29"
"OSFKVNT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\OSFKVNT.CBL",".CBL","HIGH","C3","25"
